user_input,reference_outputs,reference,synthesizer_name
"1개월권을 사용했을 때의 세부사항과 이점, 성인과 청소년의 요금, 그리고 사용에 영향을 미칠 수 있는 제한 사항에 대해 설명해 주실 수 있나요?","['승차권 종류\n\nQR승차권\n\n1회권: 어른, 청소년, 다자녀, 어린이, 우대권\n\n모바일승차권\n\n어른용, 청소년용, 어린이용\n\n정기승차권\n\n1일권, 3일권, 1개월권 (타 교통수단 이용 불가)\n\n교통카드\n\n일반용, 청소년용, 어린이용\n\n운임제도\n\n이동구간제: 1구간은 출발역에서 10km까지, 2구간은 10km 초과\n\n운임표\n\n교통카드/모바일승차권/QR승차권\n\n1구간: 어른 1,600원, 청소년 1,050원, 어린이 무료, 다자녀가정 800원\n\n2구간: 어른 1,800원, 청소년 1,200원, 어린이 무료, 다자녀가정 900원\n\n정기승차권\n\n1일권: 어른 6,000원, 청소년 4,000원\n\n3일권: 어른 13,000원, 청소년 9,000원\n\n1개월권: 어른 45,000원, 청소년 33,000원\n\n단체승차권(20인 이상)\n\n어른: 만19세 이상, 10% 할인\n\n청소년: 만13세 이상 18세 이하']","1개월권은 대중교통을 위한 정기 승차권의 일종으로, 성인은 45,000원, 청소년은 33,000원의 비용이 발생합니다. 그러나 이 승차권은 지정된 시스템 외의 다른 교통수단에서는 사용할 수 없다는 제한이 있습니다.",single_hop_specifc_query_synthesizer
"안녕하세요, 경로우대자의 버스 요금 할인은 어떻게 되나요?","['단체승차권(20인 이상)\n\n어른: 만19세 이상, 10% 할인\n\n청소년: 만13세 이상 18세 이하\n\n어린이: 초등학생, QR승차권 기준 10% 할인\n\n유의사항\n\n무임(우대권 발급): 경로우대자(만65세 이상), 장애인, 국가유공자 등\n\n최초 개표 후 5분 이내 동일역에서 재개표 시 기본운임 면제\n\n개표 후 10분 이내 열차 미탑승 시 운임 환불 가능']",경로우대자(만65세 이상)는 제공된 가이드라인에 따라 우대권 발급을 통해 무료 승차가 가능합니다.,single_hop_specifc_query_synthesizer
부산 지하철 2호선 서면역의 휠체어리프트 설치 현황에 대해 자세히 알려주세요.,"['휠체어리프트 현황\n\n부산 도시철도 2호선의 휠체어리프트 설치 현황은 다음과 같습니다:\n\n서면(2): 내부 4개, 외부 0개\n\n가야: 내부 1개, 외부 0개\n\n모덕: 내부 0개, 외부 1개\n\n총계: 내부 5개, 외부 1개, 전체 6개']","부산 도시철도 2호선 서면역에는 내부에 4개의 휠체어리프트가 설치되어 있으며, 외부에는 설치되어 있지 않습니다.",single_hop_specifc_query_synthesizer
"안녕하세요, 1호선 위드락커의 물품보관함 요금은 얼마인가요?","['물품보관함 사이즈 및 요금\n\n호선 운영업체 고객센터 소 중 대 특대 1호선 위드락커 051-441-2100 2,000원 3,000원 4,000원 6,000원 2호선 (주)해피이엔지 02-2282-1443 2,500원 - 4,500원 6,000원 3ㆍ4호선 ㈜에스엠디지털락커 070-8770-4282 2,000원 - 3,000원 5,000원\n\n역사별 물품보관함 수량\n\n1호선\n\n역사 소 중 대 특대 다대포해수욕장 10 8 0 4 자갈치 34 42 4 27 서면(1) 38 64 14 46\n\n2호선\n\n역사 소 대 특대 해운대 85 40 29 센텀시티 70 28 14 서면(2) 58 22 30\n\n3호선\n\n역사 소 대 특대 수영(3) 10 6 4 사직 20 12 6 덕천(3) 30 6 4\n\n4호선\n\n역사 소 대 특대 동래(4) 5 3 0 충렬사 5 3 0 안평 5 3 0']","1호선에서 위드락커가 운영하는 물품보관함 요금은 소형 2,000원, 중형 3,000원, 대형 4,000원, 특대형 6,000원입니다.",single_hop_specifc_query_synthesizer
2호선의 총 역 수는 몇 개임?,"['부산 도시철도 각 호선의 시각장애인 유도로 현황은 다음과 같습니다.\n\n1호선\n\n총계: 40\n\n주요 역: 다대포해수욕장, 다대포항, 낫개, 신장림, 장림, 동매, 신평, 하단, 당리, 사하, 괴정, 대티, 서대신, 동대신, 토성, 자갈치, 남포, 중앙, 부산, 초량, 부산진, 좌천, 범일, 범내골, 서면(1), 부전, 양정, 시청, 연산(1), 교대(1), 동래(1), 명륜, 온천장, 부산대, 장전, 구서, 두실, 남산, 범어사, 노포\n\n2호선\n\n총계: 43']",2호선의 총 역 수는 43개입니다.,single_hop_specifc_query_synthesizer
하단 역에 뭐 연결되어 있나요?,"[""현황\n\n부산 지하철 연결 통로 설치 현황은 다음과 같습니다:\n\n구분 계 설치완료 공사 중 협의 완료 1호선 21 20 - 1 2호선 29 29 - - 3호선 4 4 - - 계 54 53 - 1\n\n설치완료(역사)\n\n1호선\n\n신평: 신평행정복지타운 ('19)\n\n하단: 바우하우스 ('17)\n\n자갈치: 메디칼센터 ('92), KEB하나은행 ('92)\n\n부산: 삼성화재 ('94), 뉴포트빌딩 ('94)\n\n초량: 국제 오피스텔 ('89)\n\n부산진: 협성종합건업 사옥 ('07)\n\n범일: 현대백화점 ('92)\n\n범내골: 고려빌딩 ('88)\n\n부전: 국민건강 보험공단 ('88), 농협복합건물 ('06)\n\n양정: 신흥빌딩 ('08)\n\n시청: 부산시청 ('96), 부산시의회 ('96), 비스타동원 ('18)\n\n교대: 국제신문사 ('92), 동해선 교대역 ('17)\n\n명륜: 롯데백화점 ('08)\n\n온천장: SK허브스카이 ('07)\n\n2호선\n\n금곡: 북구장애인복지관 ('15)\n\n화명: 롯데마트 ('00)\n\n수정: 롯데캐슬 카이저 ('12)""]",하단 역에는 바우하우스('17)가 연결되어 있습니다.,single_hop_specifc_query_synthesizer
"공공 교통 기관의 비용 구조를 평가하는 재무 분석가로서, 단체승차권이 무엇인지, 발급되는 특정 조건과 예약 및 발급을 위한 절차적 단계에 대해 자세히 설명해 주실 수 있나요?",['단체승차권이란?\n\n20인 이상이 동일한 구간 및 경로를 함께 여행하는 경우에 발매하는 승차권입니다.\n\n단체승차권 이용 절차\n\n공사 홈페이지에서 단체승차권 예약 → 가까운 역을 방문하여 현금으로 운임 납부 → 역에서 단체권 발매 → 여행 개시\n\n단체승차권 예약 방법\n\n공사 홈페이지(이용안내 > 승차권 예약 > 단체승차권)에서만 신청 가능 ※ 왕복 예약방법: 편도 내용입력 > 예약완료 > 왕복승차권 예약 팝업 > 확인 후 예약 진행\n\n단체승차권 운임납부\n\n예약 후 여행개시 전까지 가까운 역을 직접 방문 하여 운임을 현금으로 납부 ※ 카드로 단체승차권 운임납부는 불가합니다.\n\n단체권 발매 방법'],"단체승차권은 20인 이상의 개인이 함께 동일한 경로와 구간을 여행할 때 발급되는 그룹 티켓입니다. 단체승차권을 이용하기 위한 절차는 여러 단계로 이루어져 있습니다: 먼저, 단체승차권 예약은 공공 교통 기관의 웹사이트에서 단체승차권 예약 섹션을 통해 이루어져야 합니다. 예약 후, 그룹은 가까운 역을 방문하여 현금으로 운임을 지불해야 하며, 단체승차권에 대한 카드 결제는 허용되지 않습니다. 결제가 완료되면, 역에서 단체승차권이 발급되고 그룹은 여행을 시작할 수 있습니다. 왕복 예약의 경우, 편도 정보를 입력하고 예약을 완료한 후 왕복 승차권 예약 팝업이 나타나며, 이를 확인하여 예약을 진행해야 합니다. 여행 시작 전에 가까운 역에서 현금으로 운임을 지불해야 합니다.",single_hop_specifc_query_synthesizer
부산 도시철도의 시설 관리자として、都市鉄道と一般バス間の乗り換えに関する運賃構造の詳細情報を提供していただけますか？年齢層ごとの料金や特定区間の追加料金も含めて教えてください。,"['부산 도시철도 환승 요금표\n\n도시철도↔일반버스 환승\n\n환승방법 대상 도시철도 1구간(원) 타교통수단(원) 총운임(원) 비고 도시철도→일반버스 어른 1,600 0 1,600 도시철도 2구간 이용 시, 추가운임 부과(어른 200원, 청소년 150원, 어린이 0원) 도시철도→일반버스 청소년 1,050 0 1,050 도시철도→일반버스 어린이 무료 0 무료 일반버스→도시철도 어른 50 1,550 1,600 일반버스→도시철도 청소년 250 800 1,050 일반버스→도시철도 어린이 무료 0 무료\n\n도시철도↔좌석버스 환승']","부산에서 도시철도와 일반버스 간의 환승 요금 구조는 다음과 같습니다: 도시철도에서 일반버스로 환승할 경우, 어른의 요금은 1,600원이며 버스에 추가 요금은 없습니다. 청소년은 1,050원, 어린이는 무료입니다. 그러나 도시철도 이용 시 2구간이 포함되면 추가 요금이 부과됩니다—어른 200원, 청소년 150원, 어린이는 추가 요금이 없습니다. 일반버스에서 도시철도로 환승할 경우, 어른은 버스에 50원, 도시철도에 1,550원을 내어 총 1,600원이 됩니다. 청소년은 버스에 250원, 도시철도에 800원을 내어 총 1,050원이 되고, 어린이는 두 곳 모두 무료입니다.",single_hop_specifc_query_synthesizer
"시설 관리자님, 부산 구간의 동해선에서 청소년과 어린이의 요금 구조에 대해 설명해 주실 수 있나요?","['동해선(부산구간)→도시철도 청소년 0 1,050+150/10km 1,050(기본운임)+추가운임(부산구간) 추가운임(동해선)은 부산구간 10km 초과 시 10km마다 부과하는 운임 동해선(부산구간)→도시철도 어린이 0 650+100/10km 650(기본운임)+추가운임(부산구간)']","부산 구간의 동해선에서 청소년의 요금 구조는 기본 요금 1,050원에 초기 10킬로미터를 초과하는 경우 10킬로미터마다 150원의 추가 요금이 부과됩니다. 어린이의 경우 기본 요금은 650원이며, 초기 10킬로미터를 초과하는 경우 10킬로미터마다 100원의 추가 요금이 부과됩니다.",single_hop_specifc_query_synthesizer
"안녕하세요, 대중교통 시스템에서 ""역""이 무엇을 의미하는지 알려주실 수 있나요?","['""역""이란 여객을 운송하는 정거장을 말합니다.\n\n""열차""란 여객을 운송하는 전동차를 말합니다.\n\n""승차권""이란 열차를 이용할 수 있는 증표를 말합니다.\n\n""QR승차권""이란 역사내 승차권발매기에서 발매하여 도시철도를 이용할 수 있는 1회용 승차권을 말합니다.\n\n""교통카드""란 한 장의 카드로 도시철도, 시내버스, 기타 각종 교통수단 등을 선불 ·후불 또는 무임으로 이용할 수 있는 승차권을 말하며, 그 종류는 선불·후불교통카드, 복지교통카드, 다자녀 교통카드 및 유아용교통카드로 구분합니다.\n\n""모바일승차권""이란 도시철도 구간을 선불 금액 충전 후 이용할 수 있는 승차권으로서 공사 모바일 애플리케이션(이하 ""앱"" 이라고 합니다.)에서 전자적인 형태로 발급되는 것을 말합니다.']","""역""은 대중교통 시스템에서 승객이 운송되는 정거장을 의미합니다.",single_hop_specifc_query_synthesizer
"부산의 도시 교통 공무원으로서, 도시철도법에 따른 요금 결제 시스템과 관련하여 메트로페이의 구체적인 정의와 운영 메커니즘을 이해하고 싶습니다. 메트로페이가 무엇을 포함하며, 승객 운송 계약 체결 과정에 어떻게 통합되는지에 대한 자세한 설명을 제공해 주실 수 있나요?","['""메트로페이""란 여객이 앱을 내려받아 자동발매기 등에서 현금 또는 계좌이체를 통해 충전하여 그 금액만큼 가치가 저장된 것을 말합니다.\n\n제3조(계약의 성립 및 적용)\n\n여객운송계약의 성립은 별도의 의사표시가 있는 경우를 제외하고는 다음 각 호의 경우에 성립되며, 이 경우 여객은 이 약관 및 이 약관을 근거로 정한 내용에 동의한 것으로 봅니다.\n\n여객이 정해진 운임을 지불하고 승차권 또는 그 증표를 교부받았을 때\n\n여객이 교통카드를 개표한 때(단, 정기승차권, 모바일승차권은 여객이 정해진 요금 또는 메트로페이를 충전한 때)\n\n무임대상자가 일회용 우대승차권을 발급받았을 때']","메트로페이는 승객이 앱을 다운로드하고 자동 발매기나 기타 지정된 지점에서 현금 또는 은행 이체를 통해 충전하여 사용 가능한 가치가 저장되는 시스템을 의미합니다. 제3조에 명시된 승객 운송 계약 체결에 따르면, 계약은 승객이 정해진 운임이나 메트로페이를 충전하는 경우와 같이 특정 조건을 충족할 때 성립됩니다. 특히 모바일 승차권의 경우, 승객이 정해진 금액으로 메트로페이를 충전하는 순간 계약이 성립됩니다.",single_hop_specifc_query_synthesizer
부산시의 다자녀 가정에 대한 할인은 무엇인가요?,"['할인: 부산시 다자녀 가정 구성원에 대해 운임의 50% 범위 내에서 할인\n\n공사가 필요하다고 인정하는 여객에 대하여는 지정한 기간에 한하여 운임의 일부 또는 전부를 감면할 수 있습니다.\n\n제7조(구간초과 등의 운임정산)\n\n다음 각 호의 경우에는 운임을 정산하여야 합니다.\n\n구간초과: 승차권면의 여객운임과 실제승차구간의 여객운임과의 차액\n\n개표후 3시간 초과: 어른, 청소년, 어린이별로 최대구간 기본운임\n\n구간과 시간이 동시에 초과하였을 때에는 제1항 제1호 및 제2호의 운임을 합산하여 정산합니다.\n\n다음 각 호의 어느 하나에 해당하는 경우, 여객은 출장한 직원에게 어른, 청소년 등 여객 구분별 최대구간의 기본운임을 지불하여야 합니다.']",부산시에서는 다자녀 가정의 구성원에게 운임의 50% 범위 내에서 할인이 제공됩니다.,single_hop_specifc_query_synthesizer
"안녕하세요, 유효기간이 지난 후에 승차권을 사용하려고 하면 어떤 일이 발생하는지 설명해 주실 수 있나요? 규정에 따라 만료된 승차권을 대중교통에서 사용할 때의 규칙이나 결과는 무엇인가요?","['할인 또는 우대승차권을 사용 자격이 없는 사람이 사용하였을 때\n\n승차권면 표시사항을 변조하여 사용하였을 때\n\n유효기간이 종료된 승차권을 사용하였을 때\n\n할인 또는 우대승차권을 사용하는 여객이 신분증을 소지하지 아니하였거나 그 제시를 거절하는 때\n\n단체여객이 인원을 초과하여 승차하였을 때 또는 운임을 면할 목적으로 신분 또는 연령 등을 속여 승차하였을 때\n\n직원 이외의 여객이 직원용승차권을 사용한 때\n\n승차권을 복사 등 기타 위·변조의 방법으로 복제하여 사용한 때\n\n그 밖에 부정승차의 수단으로 승차권을 사용하였을 때\n\n제1항제3호부터 제10호까지의 경우에는 그 승차권을 무효로 하여 회수합니다. 다만, 교통카드, 모바일승차권은 예외로 합니다.\n\n제3장 승차권의 효력']","유효기간이 지난 후에 승차권을 사용하면 그 승차권은 무효로 간주됩니다. 규정에 따르면, 이러한 경우 승차권은 무효로 처리되어 회수됩니다. 그러나 이 규칙은 교통카드나 모바일 승차권에는 적용되지 않습니다.",single_hop_specifc_query_synthesizer
모바일 앱은 요금 환불을 어떻게 처리하나요?,"['승차권을 개표 후 여객의 귀책없이 마지막 열차가 출발하여 승차하지 못한 때\n\n제1항제3호의 경우 반환금액은 별표 2와 같이 하며, 모바일 앱으로 발매한 경우에는 반환금액에서 수수료를 차감하지 않고 메트로페이로 반환합니다.\n\n제1항제4호에 따라 메트로페이의 잔액을 현금으로 반환할 때에는 다음과 같이 합니다. 다만 모바일 앱에서 회원으로 가입하지 않은 여객이 휴대전화를 변경, 분실하거나 인증에 사용한 전자우편을 분실하는 등 본인의 정보관리 소홀로 인하여 잔액을 확인할 수 없는 경우에는 반환하지 않습니다.\n\n메트로페이 잔액은 충전한 순서로부터 사용실적을 선입선출의 방법으로 차감하여 계산하며 잔액의 충전수단으로 반환합니다.']","모바일 앱을 통해 발행된 티켓의 경우, 환불 금액은 수수료를 차감하지 않고 메트로페이로 반환됩니다. 또한, 승객이 휴대전화를 변경하거나 분실하거나 인증에 사용한 이메일을 잃어버리는 등 개인 정보 관리 문제로 인해 잔액을 확인할 수 없는 경우, 모바일 앱에 회원으로 등록되지 않은 경우에는 잔액이 환불되지 않습니다.",single_hop_specifc_query_synthesizer
